====================================================================================================================================================================================
                                                                               EMPRESA DE SALUD S.A.
                                                                          REGISTRO DE INGRESOS POR MEDICO
====================================================================================================================================================================================
No.                 Codigo del          Tarifa              Ingreso por         Ingreso por         Total               Pacientes atendidos Pacientes atendidos Total de            
                    medico                                  las citas           medicamentos        ingresado           con medicinas       sin medicinas       pacientes           
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000                 50611               337.03              1926.41             7345.34             9271.75             6                   2                   7                   
001                 15092               756.45              9824.78             14292.7             24117.5             8                   4                   10                  
002                 60184               738.9               1112.93             1871.77             2984.69             1                   4                   3                   
003                 90798               758.51              2181.59             3783.6              5965.19             2                   2                   3                   
004                 80786               997.38              4058.34             5729.01             9787.36             6                   2                   7                   
005                 70233               902.38              9527.82             17745.8             27273.6             11                  0                   11                  
006                 89213               389.91              3928.65             10526               14454.6             7                   6                   10                  
007                 90907               470.72              845.346             7828.19             8673.54             7                   0                   7                   
008                 60934               526.45              1141.37             8571.76             9713.13             4                   2                   5                   
009                 14787               298.45              2724.8              8478.7              11203.5             6                   8                   10                  
010                 60049               780.49              6666.11             13628.5             20294.6             8                   0                   8                   
011                 70269               523.53              1454.14             2585.46             4039.61             3                   0                   3                   
012                 53556               410.37              2172.95             11290.1             13463.1             7                   4                   9                   
013                 70612               842.24              3789.35             11640.2             15429.6             4                   2                   5                   
014                 64405               232.61              2024.46             8472.87             10497.3             7                   4                   9                   
015                 90929               405.69              4146.56             5000.99             9147.54             5                   6                   8                   
016                 70367               781.15              4658.84             17264.4             21923.2             9                   2                   10                  
017                 18708               176.6               431.232             3066.81             3498.04             3                   0                   3                   
018                 80138               319.8               1450.66             9744.49             11195.1             6                   0                   6                   
019                 35451               897.5               2561.38             8907.72             11469.1             5                   0                   5                   
020                 70992               525.59              5278.54             14780.6             20059.1             9                   4                   11                  
021                 49768               197.06              562.339             3887.31             4449.65             3                   2                   4                   
022                 33687               654.46              8438.32             13936.7             22375               9                   2                   10                  
023                 70789               19.29               170.475             11465               11635.5             6                   4                   8                   
024                 18262               981.29              6353.71             5437.77             11791.5             5                   0                   5                   
025                 14655               940.91              9103.82             8920.15             18024               6                   2                   7                   
026                 80227               170.85              0                   0                   0                   0                   0                   0                   
027                 34115               893.34              4178.88             2442.15             6621.03             4                   2                   5                   
028                 80040               4.56                54.1688             14578.8             14632.9             8                   6                   11                  
029                 25448               496.87              2801.92             10222.9             13024.8             7                   0                   7                   
030                 40414               55.48               434.755             6395.33             6830.08             7                   2                   8                   
031                 90562               869.33              2420.45             1291.24             3711.69             3                   4                   5                   
032                 91509               146.35              868.446             9829.73             10698.2             7                   4                   9                   
033                 30557               169.44              826.889             8216.7              9043.59             7                   6                   10                  
034                 20189               854.93              2415.52             2350.69             4766.22             4                   0                   4                   
035                 30082               184.46              889.475             14159.2             15048.7             5                   0                   5                   
036                 50718               264.21              1581.6              8363.55             9945.15             7                   4                   9                   
037                 52063               792.07              3171.33             2513.22             5684.55             1                   6                   4                   
038                 80063               256.05              2116.2              17801.9             19918.2             10                  6                   13                  
039                 19777               977.98              8249.44             6524.82             14774.3             3                   8                   7                   
====================================================================================================================================================================================


====================================================================================================================================================================================
====================================================================================================================================================================================
EMPRESA DE SALUD S.A.                                                                               
REGISTRO DE INGRESOS POR MEDICAMENTO                                                                        
====================================================================================================================================================================================
No.                 Codigo del          Precio              Cantidad de unidadesIngresos sin        Descuentos por      Total               
                    medicamento                             vendidas            descuentos          los seguros         con ingresado       
063                 19397               37.4                21                  785.4               132.907             652.493             
064                 45814               35.7                94                  3355.8              640.665             2715.13             
065                 49157               66.3                23                  1524.9              493.395             1031.51             
066                 72939               76.5                40                  3060                857.882             2202.12             
067                 26920               45.05               51                  2297.55             477.893             1819.66             
068                 31883               67.15               61                  4096.15             570.184             3525.97             
069                 64347               65.45               48                  3141.6              983.835             2157.77             
070                 30430               22.1                55                  1215.5              170.4               1045.1              
071                 38648               69.7                66                  4600.2              467.272             4132.93             
072                 59121               81.6                87                  7099.2              1549.6              5549.6              
073                 41379               1.7                 57                  96.9                17.3163             79.5837             
074                 42053               10.2                57                  581.4               50.1197             531.28              
075                 16359               75.65               85                  6430.25             1061.44             5368.81             
076                 17645               22.95               21                  481.95              113.829             368.121             
077                 33276               11.05               18                  198.9               25.2305             173.67              
078                 98679               41.65               47                  1957.55             512.714             1444.84             
079                 86828               32.3                41                  1324.3              315.975             1008.33             
080                 95540               28.05               17                  476.85              47.0763             429.774             
081                 94459               53.55               73                  3909.15             202.553             3706.6              
082                 60888               7.65                33                  252.45              34.7019             217.748             
083                 26754               68                  29                  1972                541.623             1430.38             
084                 79189               73.1                30                  2193                43.765              2149.24             
085                 81333               40.8                31                  1264.8              141.866             1122.93             
086                 33311               20.4                81                  1652.4              257.256             1395.14             
087                 62302               41.65               45                  1874.25             258.515             1615.73             
088                 72495               43.35               25                  1083.75             299.197             784.553             
089                 16813               5.95                86                  511.7               146.287             365.413             
090                 36711               84.15               54                  4544.1              902.138             3641.96             
091                 55021               82.45               76                  6266.2              1446.75             4819.45             
092                 34080               60.35               22                  1327.7              82.6463             1245.05             
093                 36622               57.8                46                  2658.8              527.052             2131.75             
094                 72969               58.65               52                  3049.8              558.7               2491.1              
095                 40997               41.65               52                  2165.8              346.534             1819.27             
096                 67415               52.7                48                  2529.6              238.85              2290.75             
097                 70024               68.85               60                  4131                966.602             3164.4              
098                 22232               69.7                46                  3206.2              312.835             2893.37             
099                 33390               28.9                16                  462.4               118.554             343.846             
100                 58252               34.85               11                  383.35              59.4227             323.927             
101                 86476               11.05               49                  541.45              122.506             418.944             
102                 96881               7.65                40                  306                 82.0482             223.952             
103                 79851               84.15               22                  1851.3              124.374             1726.93             
104                 30796               54.4                33                  1795.2              174.594             1620.61             
105                 73174               41.65               46                  1915.9              167.816             1748.08             
106                 76360               32.3                20                  646                 137.989             508.011             
107                 52072               63.75               72                  4590                1086.35             3503.65             
108                 68539               5.1                 45                  229.5               58.2234             171.277             
109                 14075               9.35                48                  448.8               103.747             345.053             
110                 53200               68.85               65                  4475.25             870.622             3604.63             
111                 92628               45.9                40                  1836                605.515             1230.48             
112                 47734               39.1                25                  977.5               368.342             609.158             
113                 46919               5.95                24                  142.8               50.257              92.543              
114                 57505               43.35               69                  2991.15             459.334             2531.82             
115                 34027               79.05               38                  3003.9              738.746             2265.15             
116                 96031               45.9                15                  688.5               207.31              481.19              
117                 42856               10.2                37                  377.4               12.9897             364.41              
118                 48557               59.5                40                  2380                257.959             2122.04             
119                 65985               79.9                100                 7990                1720.76             6269.24             
120                 41403               43.35               44                  1907.4              544.6               1362.8              
121                 24733               59.5                36                  2142                637.905             1504.09             
122                 31189               40.8                54                  2203.2              630.307             1572.89             
123                 28219               82.45               42                  3462.9              860.535             2602.37             
124                 28409               4.25                31                  131.75              26.2911             105.459             
125                 80830               78.2                71                  5552.2              1224.14             4328.06             
126                 84766               79.9                31                  2476.9              93.6388             2383.26             
127                 97465               4.25                19                  80.75               16.4634             64.2866             
128                 30690               41.65               80                  3332                523.53              2808.47             
129                 25684               84.15               1                   84.15               18.2984             65.8516             
130                 84555               4.25                63                  267.75              52.438              215.312             
131                 72061               51                  6                   306                 0                   306                 
132                 55439               72.25               64                  4624                1157.4              3466.6              
133                 92517               11.9                41                  487.9               82.9519             404.948             
134                 37549               44.2                23                  1016.6              275.516             741.084             
135                 43222               11.05               81                  895.05              217.886             677.164             
136                 92560               28.9                42                  1213.8              187.314             1026.49             
137                 81821               61.2                54                  3304.8              284.118             3020.68             
138                 51148               56.1                26                  1458.6              114.25              1344.35             
139                 39088               11.9                41                  487.9               6.1761              481.724             
140                 74680               56.1                44                  2468.4              230.055             2238.35             
141                 85641               28.9                18                  520.2               98.4479             421.752             
142                 27447               59.5                29                  1725.5              358.937             1366.56             
143                 61295               84.15               85                  7152.75             953.491             6199.26             
144                 44253               36.55               40                  1462                424.397             1037.6              
145                 57036               38.25               52                  1989                231.564             1757.44             
146                 22306               76.5                44                  3366                868.543             2497.46             
147                 53846               47.6                60                  2856                518.186             2337.81             
148                 63555               43.35               78                  3381.3              928.795             2452.5              
149                 70303               72.25               102                 7369.5              946.374             6423.13             
150                 36649               79.05               42                  3320.1              494.478             2825.62             
151                 96554               4.25                42                  178.5               34.7374             143.763             
152                 86681               8.5                 57                  484.5               104.759             379.741             
153                 44215               33.15               36                  1193.4              168.664             1024.74             
154                 62008               17.85               38                  678.3               229.946             448.354             
155                 68610               51.85               19                  985.15              249.396             735.754             
156                 55813               22.95               21                  481.95              47.7199             434.23              
157                 50450               74.8                0                   0                   0                   0                   
158                 67784               73.95               49                  3623.55             400.143             3223.41             
159                 82528               19.55               26                  508.3               135.017             373.283             
160                 28892               26.35               72                  1897.2              330.708             1566.49             
161                 86158               47.6                52                  2475.2              164.565             2310.63             
162                 77534               38.25               55                  2103.75             171.048             1932.7              
163                 81960               81.6                52                  4243.2              529.372             3713.83             
164                 60086               23.8                24                  571.2               7.6398              563.56              
165                 70225               47.6                63                  2998.8              550.008             2448.79             
166                 83801               37.4                26                  972.4               133.724             838.676             
167                 83510               22.95               44                  1009.8              261.641             748.159             
168                 11592               68                  50                  3400                364.035             3035.97             
169                 47697               14.45               58                  838.1               138.784             699.316             
170                 59395               16.15               54                  872.1               166.323             705.777             
171                 60685               79.9                56                  4474.4              824.82              3649.58             
172                 58259               85                  34                  2890                987.152             1902.85             
173                 17790               17                  0                   0                   0                   0                   
174                 34066               51.85               68                  3525.8              1011.27             2514.53             
175                 70113               30.6                43                  1315.8              257.299             1058.5              
176                 14962               46.75               26                  1215.5              165.5               1050                
177                 91282               6.8                 58                  394.4               73.6205             320.779             
178                 76247               59.5                90                  5355                1157.08             4197.92             
179                 12388               76.5                66                  5049                1298.53             3750.47             
180                 80839               51                  20                  1020                130.356             889.644             
181                 70807               22.95               18                  413.1               141.845             271.255             
182                 70950               45.05               55                  2477.75             655.09              1822.66             
183                 88994               39.1                75                  2932.5              589.962             2342.54             
184                 90300               40.8                57                  2325.6              363.455             1962.15             
185                 26360               8.5                 44                  374                 75.7528             298.247             
186                 46000               50.15               22                  1103.3              100.049             1003.25             
187                 61211               78.2                37                  2893.4              751.905             2141.5              
188                 89528               13.6                18                  244.8               13.192              231.608             
189                 58036               33.15               64                  2121.6              412.101             1709.5              
190                 39779               85                  67                  5695                1401.83             4293.17             
191                 91653               40.8                19                  775.2               22.3258             752.874             
192                 49685               45.05               37                  1666.85             407.736             1259.11             
193                 36208               63.75               0                   0                   0                   0                   
194                 30228               12.75               26                  331.5               73.3144             258.186             
195                 33200               76.5                48                  3672                463.475             3208.52             
196                 18672               15.3                47                  719.1               172.652             546.448             
197                 17804               10.2                45                  459                 48.1527             410.847             
198                 68346               10.2                138                 1407.6              380.932             1026.67             
199                 75565               46.75               7                   327.25              86.7867             240.463             
200                 57269               34                  79                  2686                763.705             1922.3              
201                 28992               64.6                56                  3617.6              672.386             2945.21             
202                 70116               23.8                52                  1237.6              346.241             891.359             
203                 68730               0.85                41                  34.85               2.97394             31.8761             
204                 88266               73.95               63                  4658.85             1206.62             3452.23             
205                 98261               70.55               18                  1269.9              60.2109             1209.69             
206                 40862               76.5                37                  2830.5              825.056             2005.44             
207                 68860               59.5                52                  3094                208.577             2885.42             
208                 39172               41.65               91                  3790.15             826.055             2964.1              
209                 74924               37.4                9                   336.6               57.4071             279.193             
210                 81062               9.35                44                  411.4               72.0876             339.312             
